dup_id,dup_name,dup_src,dup_works,dup_events,dup_curated,dup_q,canon_id,canon_name,canon_src,canon_works,canon_curated,canon_q,inter_rel,conf
bai-gong-sheng,白公胜,shiji-kb,0,0,0,30,bai-gong,白公,shiji-kb,0,0,39,,MED
bai-li-xi,百里傒,shiji-kb,0,0,0,23,bai-li-xi-2,百里奚,shiji-kb,0,0,40,,MED
bo-yi-2,伯益,shiji-kb,0,0,0,21,yi,益,shiji-kb,0,0,37,,MED
bai-yi,柏翳,shiji-kb,0,0,0,26,yi,益,shiji-kb,0,0,37,,MED
zi-yu-6,子鱼,shiji-kb,0,0,0,20,mu-yi,目夷,shiji-kb,0,0,36,,MED
gu-sou,瞽瞍,shiji-kb,0,0,0,22,gu-sou-2,瞽叟,shiji-kb,0,0,35,,MED
zhi-bo-2,知伯,shiji-kb,0,0,0,39,xun-yao,荀瑶,shiji-kb,0,0,46,,MED
yan-di,炎帝,shiji-kb,0,0,0,25,shen-nong,神农,shiji-kb,0,0,40,,MED
an-guo-jun,安国君,shiji-kb,0,0,0,24,qin-xiao-wen-wang,秦孝文王,shiji-kb,0,0,46,,MED
zi-chu,子楚,shiji-kb,0,0,0,19,qin-zhuang-xiang-wang,秦庄襄王,shiji-kb,0,0,47,,MED
qin-wang,秦王,shiji-kb,0,0,0,26,qin-hui-wang,秦惠王,shiji-kb,0,0,47,,MED
qin-hui-wen-wang,秦惠文王,shiji-kb,0,0,0,24,qin-hui-wang,秦惠王,shiji-kb,0,0,47,,MED
qin-chu-li-ji,秦樗里疾,shiji-kb,0,0,0,25,chu-li-ji,樗里疾,shiji-kb,0,0,29,,MED
qin-zhao-wang,秦昭王,shiji-kb,0,0,0,46,qin-zhao-xiang-wang,秦昭襄王,shiji-kb,0,0,50,,MED
qin-mu-gong,秦穆公,shiji-kb,0,0,0,46,qin-mou-gong,秦缪公,shiji-kb,0,0,47,,MED
wei-ya,魏厓,shiji-kb,0,0,0,25,rang-hou,穰侯,shiji-kb,0,0,43,,MED
rang-hou,穰侯,shiji-kb,0,0,0,43,wei-ran,魏冉,shiji-kb,0,0,47,,MED
wei-qi-hou,魏其侯,shiji-kb,0,0,0,40,dou-ying,窦婴,shiji-kb,0,0,48,,MED
shao-jun,少君,shiji-kb,0,0,0,26,dou-guang-guo,窦广国,shiji-kb,0,0,38,,MED
guan-shu-xian,管叔鲜,shiji-kb,0,0,0,28,guan-shu,管叔,shiji-kb,0,0,44,,MED
nie-weng-yi,聂翁壹,shiji-kb,0,0,0,20,nie-yi,聂壹,shiji-kb,0,0,35,,MED
jiao-dong-kang-wang,胶东康王,shiji-kb,0,0,0,28,liu-ji,刘寄,shiji-kb,0,0,41,,MED
jiao-dong-wang,胶东王,shiji-kb,0,0,0,26,jiao-dong-wang-liu-xiong-qu,胶东王刘雄渠,shiji-kb,0,0,33,,MED
jiao-xi-wang,胶西王,shiji-kb,0,0,0,21,jiao-xi-wang-liu-ang,胶西王刘卬,shiji-kb,0,0,44,,MED
di-shun,帝舜,shiji-kb,0,0,0,28,shun,舜,shiji-kb,0,0,45,,MED
yu-shun,虞舜,shiji-kb,0,0,0,25,shun,舜,shiji-kb,0,0,45,,MED
qing-bu,黥布,shiji-kb,0,0,0,43,ying-bu,英布,shiji-kb,0,0,47,,MED
huai-nan-wang,淮南王,shiji-kb,0,0,0,30,ying-bu,英布,shiji-kb,0,0,47,,MED
ying-hou,应侯,shiji-kb,0,0,0,19,fan-sui,范睢,shiji-kb,0,0,46,,MED
tao-zhu,陶硃,shiji-kb,0,0,0,23,fan-li,范蠡,shiji-kb,0,0,47,,MED
fan-ju,范雎,shiji-kb,0,0,0,43,fan-sui,范睢,shiji-kb,0,0,46,,MED
ying-hou,应侯,shiji-kb,0,0,0,19,fan-ju,范雎,shiji-kb,0,0,43,,MED
zhi-bo,智伯,shiji-kb,0,0,0,41,xun-yao,荀瑶,shiji-kb,0,0,46,,MED
rong-gong,荣公,shiji-kb,0,0,0,19,rong-yi-gong,荣夷公,shiji-kb,0,0,38,,MED
zai-chuan-wang,菑川王,shiji-kb,0,0,0,21,zai-chuan-wang-liu-xian,菑川王刘贤,shiji-kb,0,0,33,,MED
dong-sheng,董生,shiji-kb,0,0,0,22,dong-zhong-shu,董仲舒,shiji-kb,0,0,43,,MED
di-wang,翟王,shiji-kb,0,0,0,24,dong-yi,董翳,shiji-kb,0,0,36,,MED
kui-kui,蒉聩,shiji-kb,0,0,0,35,wei-zhuang-gong,卫庄公,shiji-kb,0,0,38,,MED
wei-zhuang-gong,卫庄公,shiji-kb,0,0,0,38,kuai-kui,蒯聩,shiji-kb,0,0,39,,MED
cai-ping-hou-lu,蔡平侯庐,shiji-kb,0,0,0,22,cai-ping-hou,蔡平侯,shiji-kb,0,0,31,,MED
bao-ji,薄姬,shiji-kb,0,0,0,40,bao-tai-hou,薄太后,shiji-kb,0,0,46,,MED
shi-fu-2,石父,shiji-kb,0,0,0,25,guo-shi-fu,虢石父,shiji-kb,0,0,37,,MED
bao-si-2,襃姒,shiji-kb,0,0,0,37,bao-si,褒姒,shiji-kb,0,0,40,,MED
zhou-you-wang,周幽王,shiji-kb,0,0,0,40,xi-zhou-you-wang,西周幽王,shiji-kb,0,0,45,,MED
di-tai-hou,帝太后,shiji-kb,0,0,0,19,zhao-ji,赵姬,shiji-kb,0,0,34,,MED
zhao-wang,赵王,shiji-kb,0,0,0,28,zhao-xiao-cheng-wang,赵孝成王,shiji-kb,0,0,46,,MED
zhao-yan,赵偃,shiji-kb,0,0,0,19,zhao-dao-xiang-wang,赵悼襄王,shiji-kb,0,0,40,,MED
zhao-zhong,赵种,shiji-kb,0,0,0,22,zhao-cheng-hou,赵成侯,shiji-kb,0,0,43,,MED
ma-fu-zi,马服子,shiji-kb,0,0,0,22,zhao-kuo,赵括,shiji-kb,0,0,47,,MED
zhao-wu-2,赵武,shiji-kb,0,0,0,45,zhao-wen-zi,赵文子,shiji-kb,0,0,46,,MED
zhao-ji-4,赵籍,shiji-kb,0,0,0,20,zhao-lie-hou,赵烈侯,shiji-kb,0,0,43,,MED
zhao-wang,赵王,shiji-kb,0,0,0,28,wu-chen-2,武臣,shiji-kb,0,0,40,,MED
zhao-wang-liu-sui,赵王刘遂,shiji-kb,0,0,0,37,liu-sui,刘遂,shiji-kb,0,0,43,,MED
zhao-wang-sui,赵王遂,shiji-kb,0,0,0,21,zhao-wang-liu-sui,赵王刘遂,shiji-kb,0,0,37,,MED
zhao-xie,赵歇,shiji-kb,0,0,0,39,zhao-wang-xie,赵王歇,shiji-kb,0,0,44,,MED
zhao-wang---zhao-jing-su-wang,赵王（赵敬肃王）,shiji-kb,0,0,0,24,liu-peng-zu,刘彭祖,shiji-kb,0,0,41,,MED
zhao-xuan-meng,赵宣孟,shiji-kb,0,0,0,19,zhao-dun,赵盾,shiji-kb,0,0,46,,MED
zhuo-ye-hou,浞野侯,shiji-kb,0,0,0,28,zhao-po-nu,赵破奴,shiji-kb,0,0,40,,MED
nan-yue-wen-wang,南越文王,shiji-kb,0,0,0,24,zhao-hu-3,赵胡,shiji-kb,0,0,30,,MED
zi-yu-5,子馀,shiji-kb,0,0,0,24,zhao-shuai,赵衰,shiji-kb,0,0,46,,MED
cheng-ji,成季,shiji-kb,0,0,0,27,zhao-shuai,赵衰,shiji-kb,0,0,46,,MED
yue-wang-ju-jian,越王句践,shiji-kb,0,0,0,36,gou-jian,勾践,shiji-kb,0,0,44,,MED
shi-fu-2,石父,shiji-kb,0,0,0,25,yue-shi-fu,越石父,shiji-kb,0,0,30,,MED
zou-shi-2,驺奭,shiji-kb,0,0,0,25,zou-shi,邹奭,shiji-kb,0,0,33,,MED
zou-ji-2,驺忌,shiji-kb,0,0,0,22,zou-ji,邹忌,shiji-kb,0,0,41,,MED
zou-yan,驺衍,shiji-kb,0,0,0,24,author_25294,邹衍,json,1,1,,,HIGH
zou-zi,驺子,shiji-kb,0,0,0,20,author_25294,邹衍,json,1,1,,,HIGH
zheng-zi-wei,郑子亹,shiji-kb,0,0,0,23,zi-wei,子亹,shiji-kb,0,0,26,,MED
zheng-zhuang,郑庄,shiji-kb,0,0,0,33,zheng-dang-shi,郑当时,shiji-kb,0,0,46,,MED
wu-sheng,寤生,shiji-kb,0,0,0,20,zheng-zhuang-gong,郑庄公,shiji-kb,0,0,43,,MED
xi-fu-ji,僖负羁,shiji-kb,0,0,0,23,li-fu-ji,釐负羁,shiji-kb,0,0,38,,MED
zhong-li-mei-3,锺离眛,shiji-kb,0,0,0,25,zhong-li-mei-2,钟离眛,shiji-kb,0,0,34,,MED
zhong-li-mei-2,钟离眛,shiji-kb,0,0,0,34,zhong-li-mei,钟离昧,shiji-kb,0,0,35,,MED
min-sun,闵损,shiji-kb,0,0,0,19,min-zi-qian,闵子骞,shiji-kb,0,0,38,,MED
zi-qian,子骞,shiji-kb,0,0,0,19,min-zi-qian,闵子骞,shiji-kb,0,0,38,,MED
min-yue-wang,闽越王,shiji-kb,0,0,0,20,wu-zhu-2,无诸,shiji-kb,0,0,31,,MED
yang-sheng-2,阳生,shiji-kb,0,0,0,37,qi-dao-gong-2,齐悼公,shiji-kb,0,0,38,,MED
chen-yu,陈余,shiji-kb,0,0,0,40,chen-yu-2,陈馀,shiji-kb,0,0,47,,MED
chen-ta,陈他,shiji-kb,0,0,0,22,chen-li-gong-2,陈厉公,shiji-kb,0,0,36,,MED
tian-wan,田完,shiji-kb,0,0,0,23,chenwan,陈完,json,9,1,,,HIGH
chen-cheng-xiang,陈丞相,shiji-kb,0,0,0,20,chen-ping,陈平,shiji-kb,0,0,52,,MED
chen-sheng-2,陈胜,shiji-kb,0,0,0,46,chen-she,陈涉,shiji-kb,0,0,46,,MED
shi-hui,士会,shiji-kb,0,0,0,22,sui-hui,随会,shiji-kb,0,0,40,,MED
zi-hou,子侯,shiji-kb,0,0,0,26,huo-shan,霍嬗,shiji-kb,0,0,38,,MED
chu-wang-han-xin,楚王韩信,shiji-kb,0,0,0,24,author_25302,韩信,json,1,1,,,HIGH
wang-sun,王孙,shiji-kb,0,0,0,20,han-yan-2,韩嫣,shiji-kb,0,0,46,,MED
han-wang-an,韩王安,shiji-kb,0,0,0,27,han-an,韩安,shiji-kb,0,0,32,,MED
zhang-ru,长孺,shiji-kb,0,0,0,23,han-an-guo,韩安国,shiji-kb,0,0,47,,MED
han-zhang-ru,韩长孺,shiji-kb,0,0,0,24,han-an-guo,韩安国,shiji-kb,0,0,47,,MED
han-cheng,韩成,shiji-kb,0,0,0,34,han-wang-cheng,韩王成,shiji-kb,0,0,46,,MED
lu-gong,鲁公,shiji-kb,0,0,0,25,xiangyu,项羽,json,1,1,,,HIGH
yan-lu,颜路,shiji-kb,0,0,0,22,yan-wu-yao,颜无繇,shiji-kb,0,0,32,,MED
huan-dou,讙兜,shiji-kb,0,0,0,23,huan-dou-2,驩兜,shiji-kb,0,0,30,,MED
qu-mi,渠弥,shiji-kb,0,0,0,20,gao-qu-mi,高渠弥,shiji-kb,0,0,35,,MED
wang-sun,王孙,shiji-kb,0,0,0,20,wei-qi-hou,魏其侯,shiji-kb,0,0,40,,MED
wei-ya,魏厓,shiji-kb,0,0,0,25,wei-ran,魏冉,shiji-kb,0,0,47,,MED
wei-chi-2,魏遫,shiji-kb,0,0,0,20,wei-ai-wang,魏哀王,shiji-kb,0,0,35,,MED
wei-an-li-wang,魏安厘王,shiji-kb,0,0,0,19,wei-an-li-wang-2,魏安釐王,shiji-kb,0,0,46,,MED
lu-yuan-tai-hou,鲁元太后,shiji-kb,0,0,0,21,lu-yuan-gong-zhu,鲁元公主,shiji-kb,0,0,45,,MED
lu-huan-gong-yun,鲁桓公允,shiji-kb,0,0,0,25,lu-huan-gong,鲁桓公,shiji-kb,0,0,46,,MED
shen-gong,申公,shiji-kb,0,0,0,28,lu-shen-gong,鲁申公,shiji-kb,0,0,35,,MED
shen-pei-gong,申培公,shiji-kb,0,0,0,22,lu-shen-gong,鲁申公,shiji-kb,0,0,35,,MED
bao-zi,鲍子,shiji-kb,0,0,0,23,bao-shu-ya,鲍叔牙,shiji-kb,0,0,44,,MED
tian-yin-qi,田因齐,shiji-kb,0,0,0,22,qi-wei-wang,齐威王,shiji-kb,0,0,47,,MED
tian-di,田地,shiji-kb,0,0,0,22,qi-min-wang,齐湣王,shiji-kb,0,0,47,,MED
qi-hou,齐侯,shiji-kb,0,0,0,31,qi-xiang-gong,齐襄公,shiji-kb,0,0,47,,MED
zhu-er,诸儿,shiji-kb,0,0,0,19,qi-xiang-gong,齐襄公,shiji-kb,0,0,47,,MED
wu-ye,无野,shiji-kb,0,0,0,22,qi-qing-gong,齐顷公,shiji-kb,0,0,43,,MED
huai-nan-wang---mou-fan-zi-sha---wu-shi,（淮南王，谋反自杀，无谥）,shiji-kb,0,0,0,26,liu-an,刘安,shiji-kb,0,0,45,,MED
qi-wang---zao-zu-wu-shi,（齐王，早卒无谥）,shiji-kb,0,0,0,22,liu-hong,刘闳,shiji-kb,0,0,36,,MED
